iter	Logloss
477	0.4004086232
478	0.4003807614
479	0.400321773
480	0.400267955
481	0.4002242571
482	0.4001901922
483	0.4001258372
484	0.4001016816
485	0.4000502189
486	0.4000024559
487	0.399957272
488	0.3998850845
489	0.3998352315
490	0.3997628898
491	0.3997085589
492	0.3996734993
493	0.3996408475
494	0.39959048
495	0.3995407708
496	0.3994963964
497	0.3994658559
498	0.3994389191
499	0.3993865092
500	0.3993286314
501	0.3992536197
502	0.3992021932
503	0.3991458074
504	0.3990603862
505	0.3990000319
506	0.3989536598
507	0.3988933627
508	0.3988301555
509	0.398776451
510	0.3987235999
511	0.398670444
512	0.3986289162
513	0.3985782992
514	0.3985327724
515	0.3984826166
516	0.3984512933
517	0.3984051048
518	0.3983791954
519	0.3983387592
520	0.3982819109
521	0.3982410795
522	0.3982038479
523	0.3981472662
524	0.3980981057
525	0.3980405967
526	0.3979909003
527	0.3979442844
528	0.3978920286
529	0.3978587986
530	0.3977846265
531	0.3977124657
532	0.39768465
533	0.3976338908
534	0.397590969
535	0.3975419598
536	0.397481454
537	0.3974266636
538	0.3973836439
539	0.3973365771
540	0.3972782509
541	0.397232395
542	0.3971681612
543	0.3971190399
544	0.3970807796
545	0.3970314715
546	0.3969963038
547	0.3969512046
548	0.3968914974
549	0.3968288428
550	0.3967900074
551	0.3967611229
552	0.396724563
553	0.3966870289
554	0.3966316046
555	0.396584625
556	0.3965315961
557	0.3964898581
558	0.3964195234
559	0.3963778711
560	0.3963284661
561	0.396280974
562	0.3962266966
563	0.3961720664
564	0.3961094424
565	0.3960435778
566	0.3959963507
567	0.3959566957
568	0.3958947051
569	0.3958791475
570	0.3957992976
571	0.3957522609
572	0.3957009855
573	0.395657218
574	0.3956049775
575	0.3955556409
576	0.3955122977
577	0.3954689539
578	0.3954164693
579	0.3953757782
580	0.3953350111
581	0.39528068
582	0.395234429
583	0.395176069
584	0.3951521231
585	0.395084834
586	0.3950194858
587	0.3949600096
588	0.394915213
589	0.394866421
590	0.3948149354
591	0.3947810339
592	0.3947406863
593	0.3946542492
594	0.3946085443
595	0.3945720056
596	0.3945414045
597	0.3944909924
598	0.3944326361
599	0.3943936797
600	0.3943491874
601	0.394295642
602	0.3942537512
603	0.3942124907
604	0.3941431716
605	0.3940647889
606	0.3940226275
607	0.3939786181
608	0.3939464928
609	0.3939264779
610	0.3938841793
611	0.3938501917
612	0.393789136
613	0.3937410405
614	0.3936777179
615	0.3936228424
616	0.3935795897
617	0.3934958799
618	0.3934603151
619	0.3934027037
620	0.3933027559
621	0.3932487882
622	0.3932120126
623	0.393155786
624	0.3931224004
625	0.3930882584
626	0.3930422871
627	0.3929754823
628	0.3929022946
629	0.3928734454
630	0.3928068259
631	0.3927722263
632	0.3927301235
633	0.392697158
634	0.3926585684
635	0.3926073248
636	0.3925729101
637	0.3925235433
638	0.3924877362
639	0.3924216296
640	0.3923787381
641	0.3923471404
642	0.3923114529
643	0.3922571616
644	0.3922082468
645	0.3921692616
646	0.3921032456
647	0.3920570264
648	0.3920167757
649	0.3919298449
650	0.3918947628
651	0.3918626771
652	0.3918244789
653	0.3917994133
654	0.3917436601
655	0.3916803981
656	0.3915498851
657	0.391508541
658	0.3914611699
659	0.3914164625
660	0.3913612537
661	0.3913214214
662	0.3912699359
663	0.3912357635
664	0.3911995629
665	0.3911667488
666	0.3910748522
667	0.3910270231
668	0.3910000546
669	0.3909618869
670	0.390928592
671	0.3908914214
672	0.3908606353
673	0.3908169586
674	0.3907647767
675	0.3907201618
676	0.390650633
677	0.3906128286
678	0.3905740875
679	0.3905443645
680	0.3904759287
681	0.3904467201
682	0.3903635444
683	0.3903216841
684	0.3902849993
685	0.3902472873
686	0.3902152944
687	0.3901660505
688	0.3901289063
689	0.3900961241
690	0.3900564428
691	0.3900218149
692	0.389986825
693	0.3899732061
694	0.3899265652
695	0.3898826023
696	0.3897612301
697	0.3897279656
698	0.3896880407
699	0.3896575306
700	0.3896231499
701	0.3895587081
702	0.3895019573
703	0.389453226
704	0.3894101869
705	0.3893732889
706	0.3893217759
707	0.3892573625
708	0.3891992483
709	0.3891644419
710	0.3890888437
711	0.3890600062
712	0.3890126406
713	0.3889834587
714	0.3889430242
715	0.388915087
716	0.3888746189
717	0.3888430178
718	0.3887631733
719	0.3887069996
720	0.3886732513
721	0.3886379548
722	0.3886077173
723	0.3885682861
724	0.3885373521
725	0.3884997899
726	0.3884659216
727	0.388436653
728	0.3884093189
729	0.3883756911
730	0.3883369786
731	0.3883270508
732	0.3882370362
733	0.3882066471
734	0.3881780457
735	0.3880668435
736	0.3880356965
737	0.3879842728
738	0.3879462943
739	0.3878579104
740	0.3878068183
741	0.387771036
742	0.3877215797
743	0.3876960641
744	0.3876704088
745	0.3876368736
746	0.3876065134
747	0.3875866291
748	0.3875043332
749	0.3874594171
750	0.38742809
751	0.3873899525
752	0.3873409527
753	0.3873141923
754	0.3872347733
755	0.3871553186
756	0.3870990182
757	0.3870774072
758	0.3870153258
759	0.3869825441
760	0.386926185
761	0.3868689161
762	0.3867907043
763	0.3867658848
764	0.3867275084
765	0.3866838925
766	0.3866226287
767	0.3865811901
768	0.3865263427
769	0.3864788259
770	0.386422838
771	0.3863739047
772	0.3863285672
773	0.3862476005
774	0.3861917355
775	0.3861364039
776	0.3860941802
777	0.3860350062
778	0.3859911216
779	0.3859363728
780	0.3858603699
781	0.3858286494
782	0.3857712691
783	0.3857541071
784	0.3857151239
785	0.3856902345
786	0.3856262483
787	0.3855973121
788	0.3855099893
789	0.3854640731
790	0.3853937907
791	0.3853260798
792	0.3852732983
793	0.3851999287
794	0.3851553747
795	0.3851092766
796	0.3850702009
797	0.3850412914
798	0.3850032766
799	0.3849557345
800	0.3849152966
801	0.3848450737
802	0.384817772
803	0.3848127172
804	0.3847668615
805	0.384730237
806	0.3846957565
807	0.384653809
808	0.3846258718
809	0.3845580094
810	0.384524353
811	0.3844871254
812	0.3844607607
813	0.3844336709
814	0.3843684129
815	0.3842828443
816	0.3842573284
817	0.3842069641
818	0.384134562
819	0.3840802344
820	0.3840127658
821	0.3839733927
822	0.3839211772
823	0.3838698165
824	0.3838365165
825	0.3837805795
826	0.3837485523
827	0.3837123841
828	0.3836888658
829	0.3836382867
830	0.3835731198
831	0.383537918
832	0.3834863113
833	0.3834531363
834	0.3833859433
835	0.3833648147
836	0.3833353638
837	0.3832677454
838	0.3832226764
839	0.3831701297
840	0.3830940987
841	0.3830594118
842	0.3830102263
843	0.3829876163
844	0.3828930009
845	0.3828196009
846	0.3827937206
847	0.3827270134
848	0.3826968062
849	0.3826823063
850	0.3826186832
851	0.3825881429
852	0.3825085723
853	0.38247307
854	0.3824294841
855	0.3824050276
856	0.3823792984
857	0.382351149
858	0.38229567
859	0.3822634043
860	0.3821993292
861	0.3821430656
862	0.3820665822
863	0.382040947
864	0.3820271433
865	0.3819736295
866	0.3819259275
867	0.3818939039
868	0.3818503772
869	0.3817820925
870	0.3817438018
871	0.3817199796
872	0.3816615322
873	0.3816118927
874	0.3815695481
875	0.3815109797
876	0.381459863
877	0.3814492102
878	0.3814259025
879	0.3813778428
880	0.3813578645
881	0.3813321382
882	0.3813273243
883	0.3812626132
884	0.3812110333
885	0.3811544322
886	0.3811171418
887	0.3810688365
888	0.3810138697
889	0.3809776675
890	0.3809389836
891	0.3809143433
892	0.3808655839
893	0.3808361331
894	0.3807901607
895	0.3807254477
896	0.3806937269
897	0.3806651526
898	0.3806072501
899	0.3805853663
900	0.3805403884
901	0.3804816988
902	0.3804259756
903	0.3803766975
904	0.3803496382
905	0.380332204
906	0.3802843789
907	0.3802550759
908	0.3802373673
909	0.3802201749
910	0.3801728629
911	0.3801107226
912	0.3800802428
913	0.3800255791
914	0.3799764509
915	0.3799497864
916	0.3799141914
917	0.3798634006
918	0.3798548361
919	0.3797646098
920	0.3797129103
921	0.3796511333
922	0.3795845131
923	0.3795589686
924	0.3795316366
925	0.3794733696
926	0.3794326288
927	0.3793799704
928	0.3793495191
929	0.3793065693
930	0.3792730038
931	0.3792257858
932	0.3791953632
933	0.3791417934
934	0.3791039586
935	0.3790453296
936	0.3790114278
937	0.3789821552
938	0.3789466813
939	0.3789210143
940	0.37887985
941	0.3788517615
942	0.3787930205
943	0.3787366919
944	0.3786763076
945	0.3786343264
946	0.3785768777
947	0.3785450947
948	0.3784884028
949	0.3784393994
950	0.3784182725
951	0.3783906001
952	0.3783377824
953	0.378292801
954	0.378274065
955	0.3782401953
956	0.3782178878
957	0.3781638899
958	0.3781191524
959	0.3780872817
960	0.3779995016
961	0.3779823999
962	0.377937178
963	0.3779110869
964	0.377865744
965	0.377839532
966	0.3778193736
967	0.3777915176
968	0.377762701
969	0.3777187825
970	0.3776778941
971	0.3776343669
972	0.3775774331
973	0.3775550954
974	0.3775150852
975	0.3774968338
976	0.3774451059
977	0.3773847215
978	0.3773252737
979	0.3773034182
980	0.377248393
981	0.3772168522
982	0.3771678162
983	0.3771207798
984	0.3770616123
985	0.3770343712
986	0.3769975049
987	0.376971202
988	0.3769235357
989	0.3768790496
990	0.3768411544
991	0.3768080414
992	0.3767838271
993	0.3767626394
994	0.3767214753
995	0.3766792516
996	0.3766396913
997	0.3765887805
998	0.3765484017
999	0.376505845
